feature,p_val,A,fdr,signi
MAPK4,1.3357824553426771e-41,1.9183064157474181,6.678912276713386e-38,True
CRYAB,3.226546597768074e-115,1.918064271267058,1.6132732988840369e-111,True
TSPAN11,8.642939490590745e-104,1.9170311784722454,4.3214697452953725e-100,True
ATP11A,2.38125788364369e-43,1.9156999166525068,1.1906289418218448e-39,True
SEMA3C,7.789955732514254e-117,1.9116931020197598,3.894977866257127e-113,True
MID1,3.807684035657581e-107,1.9111529368524867,1.9038420178287905e-103,True
TMEFF1,3.4009360726477966e-50,1.9107651663636798,1.7004680363238982e-46,True
NKAIN3,1.79379377111357e-100,1.91069996117471,8.968968855567851e-97,True
ABCA8,3.426486830398039e-124,1.908729063025492,1.7132434151990197e-120,True
HSPH1,2.9810408725205466e-81,1.9070528421277024,1.4905204362602733e-77,True
LONRF2,1.9502947261425226e-49,1.9063339503954042,9.751473630712614e-46,True
DGKI,7.093682857121646e-49,1.9054868359348083,3.546841428560823e-45,True
PLEKHA4,1.0555150338204176e-117,1.9046555728552805,5.277575169102088e-114,True
CCDC85A,1.9142645370840837e-46,1.9046051669212636,9.571322685420418e-43,True
LRFN2,3.482512610982357e-48,1.904482194815865,1.7412563054911784e-44,True
GNA14,3.688089631527505e-40,1.9034936735513208,1.8440448157637522e-36,True
ACHE,1.5177612859051357e-47,1.9005472704995288,7.588806429525679e-44,True
AKAP6,2.5393748546268543e-28,1.9001764325814343,1.2696874273134271e-24,True
UNC13A,3.3322761176556606e-53,1.8951120704832558,1.6661380588278303e-49,True
SHD,1.724168749432106e-90,1.8876345658853535,8.62084374716053e-87,True
KLHL13,1.886984633098048e-31,1.8865321553989154,9.43492316549024e-28,True
COL5A1,2.8139360157666826e-112,1.8860471775372325,1.4069680078833414e-108,True
LRMDA,5.473351416785016e-110,1.8846117351442198,2.736675708392508e-106,True
CXXC4,1.6948667310714282e-49,1.8834921954817891,8.474333655357141e-46,True
MAML2,1.8796117311222827e-109,1.8832511448244953,9.398058655611414e-106,True
MIA,3.0962605950128037e-102,1.8808596924308487,1.5481302975064018e-98,True
WNK2,3.457094117617648e-43,1.8788474658587833,1.728547058808824e-39,True
FMN2,4.969454340648264e-49,1.8775752875065606,2.484727170324132e-45,True
RGS9,7.920707242024176e-33,1.8759988433221253,3.960353621012088e-29,True
PDE4D,2.722047627689566e-38,1.872590590746223,1.361023813844783e-34,True
VCAN,1.2494553666634326e-104,1.8722894498802334,6.247276833317163e-101,True
ST8SIA4,9.961851818795099e-38,1.8708198684296424,4.980925909397549e-34,True
JAZF1,2.3504152002761017e-46,1.8696693014675523,1.175207600138051e-42,True
AP3B2,1.0259923661961253e-56,1.8683562632206525,5.129961830980626e-53,True
CHST15,2.7916377051821987e-46,1.8655387716333642,1.3958188525910993e-42,True
KLHL29,2.542227999932693e-92,1.8651251488967868,1.2711139999663466e-88,True
RHOJ,3.58120964097209e-112,1.8625496725037656,1.790604820486045e-108,True
GNG3,2.573289794470464e-92,1.8598186268651842,1.286644897235232e-88,True
DCN,2.8956553640976292e-27,1.8594743767105588,1.4478276820488147e-23,True
STAC,2.4569632634077608e-58,1.8576448852659966,1.2284816317038803e-54,True
DRGX,9.973534353258657e-48,1.8555253912062795,4.986767176629329e-44,True
TTL,2.7888255112086065e-53,1.8516116206082078,1.3944127556043033e-49,True
ANXA1,5.806962395800849e-105,1.8493208205966196,2.903481197900424e-101,True
TRIM36,2.0274093528967864e-49,1.8461093885344526,1.0137046764483932e-45,True
AC083837.1,7.086405751962136e-44,1.8427696171139178,3.543202875981068e-40,True
C1orf21,2.8590452026552805e-34,1.8416295637165299,1.4295226013276402e-30,True
GLCCI1,1.8732267453570956e-47,1.8400433096815676,9.36613372678548e-44,True
KIF1A,8.023837743561896e-58,1.8397805526016362,4.0119188717809477e-54,True
FDFT1,2.279652665998927e-52,1.839289231042495,1.1398263329994635e-48,True
TMEM233,9.351284592495156e-48,1.839286992209335,4.675642296247578e-44,True
ASTN1,1.0352727570908281e-45,1.8378839730993886,5.17636378545414e-42,True
PLXDC2,1.7073649800286768e-100,1.8359805359572579,8.536824900143385e-97,True
SVOP,4.2290348275685356e-46,1.8337501228884459,2.114517413784268e-42,True
CCDC88A,1.8704738588623734e-52,1.8328919735608378,9.352369294311868e-49,True
DPYSL3,2.776442156052042e-52,1.832482933113605,1.388221078026021e-48,True
ZFP36L1,3.1042904648616597e-112,1.8319882036502175,1.55214523243083e-108,True
PHOX2B,1.2333512813684999e-42,1.8316771514882237,6.1667564068425e-39,True
MATN2,7.4114290727151995e-84,1.8306673764923933,3.7057145363576e-80,True
COL14A1,4.346645990366504e-106,1.8243542771615509,2.173322995183252e-102,True
MAP2,1.6601486176404128e-30,1.8239555525071331,8.300743088202064e-27,True
CDH8,4.815203003245881e-43,1.8233132575478497,2.4076015016229402e-39,True
IGFBP2,1.7576857446256063e-103,1.822615086602523,8.788428723128032e-100,True
ADGRB3,1.3553559964464185e-81,1.8221874776152358,6.776779982232093e-78,True
ARHGAP42,5.0188840369926035e-101,1.8209690382270958,2.5094420184963017e-97,True
TLN2,5.206560647458428e-23,1.8182067056994053,2.603280323729214e-19,True
PTPRO,2.0042870070060105e-50,1.8175254102733338,1.0021435035030053e-46,True
SCN8A,2.4982393421075623e-52,1.817461178063065,1.249119671053781e-48,True
OPRM1,1.3407714342361635e-37,1.817014714961096,6.7038571711808176e-34,True
NID2,1.5670209847467188e-105,1.8156969080298881,7.835104923733593e-102,True
TANC2,8.798939930584877e-31,1.8141750007299977,4.399469965292439e-27,True
CHL1,3.059083384561318e-83,1.8131132669804264,1.529541692280659e-79,True
PCA3,3.1567032081350295e-42,1.8110425910139232,1.5783516040675147e-38,True
CKMT1B,2.8934800936157575e-53,1.810926135772822,1.4467400468078787e-49,True
HCN1,9.318070567415455e-40,1.8108738609935007,4.659035283707727e-36,True
AKR1C2,1.1654377660818984e-42,1.8062882711421893,5.827188830409492e-39,True
SH3D19,3.434073048979177e-96,1.8058547922506356,1.7170365244895884e-92,True
C3orf14,1.3769042645984757e-59,1.8026702308573355,6.8845213229923785e-56,True
COL5A3,7.812695692485951e-99,1.801482483068063,3.9063478462429754e-95,True
GLI3,7.21181227018983e-101,1.8014160525627498,3.6059061350949146e-97,True
KCNQ5,1.3775730482268945e-86,1.7999029036098477,6.887865241134473e-83,True
DCC,1.2725563666247101e-64,1.7987799954389918,6.36278183312355e-61,True
PLAT,1.6115584090637837e-90,1.7983952242036236,8.057792045318919e-87,True
GAB1,7.293131686423883e-83,1.7973040571222265,3.6465658432119415e-79,True
ALK,2.326603527810815e-56,1.7942393749407088,1.1633017639054076e-52,True
TMEM176B,2.031186112665009e-74,1.7939863555788853,1.0155930563325045e-70,True
TNS3,1.2041645596182996e-96,1.7929975518015668,6.020822798091498e-93,True
HMGA2,1.8433019413978319e-94,1.7909938337507099,9.21650970698916e-91,True
HTR3A,3.9495592906988644e-45,1.7851900968779508,1.9747796453494321e-41,True
FHOD3,5.709949525477059e-31,1.7838077744325753,2.8549747627385292e-27,True
VGLL3,3.8645883244923416e-97,1.7794038516258042,1.9322941622461707e-93,True
NRXN3,1.8170274062631037e-92,1.7736762046312742,9.085137031315518e-89,True
PRSS23,1.5873293421492285e-83,1.7726803434939233,7.936646710746142e-80,True
PLCE1,7.051406716072992e-79,1.7723959972760674,3.525703358036496e-75,True
HAND2,6.994405493428174e-71,1.7717322262049033,3.497202746714087e-67,True
PLSCR4,1.2924107989588353e-98,1.771491594824525,6.462053994794176e-95,True
ARHGAP26,8.301643136297204e-45,1.7662594640280627,4.150821568148602e-41,True
EGFLAM,5.6265440998766384e-95,1.766146462083753,2.813272049938319e-91,True
ANKS1B,5.543297599273767e-25,1.765399314430233,2.771648799636884e-21,True
EPB41L2,4.001137528522005e-89,1.7651922538242126,2.0005687642610023e-85,True
PACS1,3.4051007090814995e-33,1.7648738114896236,1.7025503545407499e-29,True
RUNX1T1,3.376271155395929e-92,1.7604273339890053,1.6881355776979643e-88,True
GRIP1,6.571952390919723e-39,1.7581043540139156,3.2859761954598615e-35,True
PRKCZ,4.528690367512732e-53,1.7526811178123327,2.264345183756366e-49,True
ASCL1,4.161664510041534e-25,1.7506328844739567,2.080832255020767e-21,True
SGPP2,1.0718793082586959e-42,1.7501799753105747,5.3593965412934796e-39,True
GRIA3,4.8362356946068005e-24,1.7501164473242161,2.4181178473034003e-20,True
NCAM2,3.5237606360366496e-78,1.748892779818337,1.7618803180183249e-74,True
SOBP,5.813245702281168e-54,1.7488579168317069,2.9066228511405844e-50,True
COL15A1,2.9711753596546847e-81,1.7469077498573526,1.4855876798273423e-77,True
USPL1,5.035019273806778e-59,1.7457507357481974,2.5175096369033892e-55,True
TMEM176A,1.067703717051815e-80,1.7455640670232229,5.338518585259075e-77,True
ITIH5,1.866088760135557e-91,1.743181209011799,9.330443800677785e-88,True
MDGA2,3.893444937909039e-71,1.7407169072807052,1.9467224689545196e-67,True
DLGAP1,4.026542474786448e-33,1.7378918970081731,2.0132712373932242e-29,True
ATP8A2,1.2729603458664553e-38,1.736798339739172,6.364801729332276e-35,True
ITGA6,3.457985360467633e-77,1.7295401756194284,1.7289926802338168e-73,True
MMD,4.083446813824218e-82,1.7295209352028862,2.0417234069121092e-78,True
HMGCS1,1.4946942909918653e-33,1.7293475158836449,7.473471454959327e-30,True
ZEB1,8.626392866088881e-35,1.7284864875000778,4.31319643304444e-31,True
CHORDC1,3.6812077515795296e-62,1.7274559802449518,1.8406038757897648e-58,True
RAI14,1.3169464017537103e-83,1.7257691770082038,6.5847320087685515e-80,True
HIVEP3,1.0449250456090254e-24,1.7246851168481652,5.224625228045127e-21,True
TPM1,6.081568485498857e-69,1.7235691270618274,3.0407842427494287e-65,True
RELN,1.943131021325965e-73,1.7234986155878342,9.715655106629825e-70,True
DLEU2,1.2479372788432848e-77,1.722754155496987,6.239686394216424e-74,True
SIPA1L2,2.645850770898622e-79,1.722443563256968,1.322925385449311e-75,True
CELF5,1.573180496917488e-50,1.7206185189815775,7.86590248458744e-47,True
ACOT7,6.116807394329324e-46,1.7205904417706988,3.058403697164662e-42,True
TLX2,1.503809199749836e-43,1.7196957200061491,7.51904599874918e-40,True
RAC3,1.6435422157454473e-52,1.7186640778842004,8.217711078727237e-49,True
SPRED1,3.029393723047805e-76,1.7164440335172595,1.5146968615239025e-72,True
ME1,2.1180742251824055e-24,1.7149460518213673,1.0590371125912028e-20,True
KIF26A,1.5956504428042643e-46,1.7148960540842078,7.97825221402132e-43,True
SMAD9,1.1785589489452132e-44,1.714625251184544,5.892794744726065e-41,True
MAL,5.4094685190639915e-87,1.7142192423922686,2.7047342595319958e-83,True
CACNA2D1,2.3300818186246646e-54,1.7131393961770498,1.1650409093123323e-50,True
SCG5,1.573224248069918e-41,1.7118820655193976,7.86612124034959e-38,True
FAM162B,3.932292858628741e-65,1.7109478714810715,1.9661464293143706e-61,True
ADAM23,2.2083200144742376e-75,1.7080325661678317,1.1041600072371189e-71,True
DNAJB1,8.682344277957152e-62,1.7072917101927143,4.341172138978576e-58,True
MYL9,1.7884157460478801e-28,1.7062636988181241,8.9420787302394e-25,True
DLG2-AS2,1.8050085579995287e-51,1.705281709250217,9.025042789997643e-48,True
PAFAH1B3,1.1229823364298114e-58,1.7044975223035561,5.614911682149057e-55,True
PKNOX2,1.4071656246842484e-76,1.703950668516526,7.035828123421243e-73,True
CLU,1.289605371915805e-34,1.7006811172482785,6.448026859579024e-31,True
TTYH1,8.46978161950811e-79,1.6944776901614755,4.234890809754055e-75,True
WIPF1,1.1522442613923134e-77,1.6908732376269104,5.7612213069615676e-74,True
LINC00682,4.517966561811536e-74,1.688108873418731,2.258983280905768e-70,True
OLFML2B,2.850335665635473e-74,1.6874697986244973,1.4251678328177366e-70,True
SMPD3,1.5942907187201868e-41,1.6871569445677421,7.971453593600934e-38,True
PRCD,9.087185002622352e-58,1.686226332050534,4.543592501311176e-54,True
CPLX1,7.262165354214147e-47,1.6847947690057274,3.631082677107073e-43,True
GASK1B,6.194732039619644e-90,1.684355849071653,3.097366019809822e-86,True
TBX2,5.365201681003973e-34,1.684060606354345,2.6826008405019862e-30,True
NLGN1,8.199527920457439e-68,1.682250989228124,4.0997639602287194e-64,True
ATP1A2,5.346306325431138e-82,1.680349641056536,2.673153162715569e-78,True
CPEB3,1.1242055668998085e-38,1.6772976237540838,5.621027834499042e-35,True
HAND2-AS1,1.7272012648098979e-65,1.6743294446528727,8.636006324049489e-62,True
CKB,1.3471655643795802e-71,1.6741805602615119,6.7358278218979006e-68,True
GPR137C,1.5080830044450225e-42,1.6727585500109041,7.540415022225112e-39,True
FBN1,1.3628134317223813e-80,1.670140072133963,6.8140671586119065e-77,True
DSCAML1,1.1855454105016435e-38,1.668978286134743,5.927727052508217e-35,True
TANC1,3.690957594017765e-74,1.668473289778321,1.8454787970088825e-70,True
RAPGEF4,6.714866530939218e-36,1.667630904969711,3.357433265469609e-32,True
TMTC1,4.334688888040378e-30,1.6650266166308534,2.1673444440201888e-26,True
SPOCK3,4.848786626343444e-43,1.6607757164723476,2.4243933131717218e-39,True
CRTAC1,8.544762508737156e-34,1.6602784304061058,4.272381254368578e-30,True
ETS1,1.4471897677024549e-81,1.6590887851572838,7.235948838512275e-78,True
H4C3,2.110306558393181e-29,1.656980336479435,1.0551532791965905e-25,True
KCNMB4,3.309311040502589e-62,1.6556028584978153,1.6546555202512944e-58,True
GNG12,3.264077900383961e-85,1.6553848387666479,1.6320389501919804e-81,True
SYNE1,5.070340694951926e-62,1.6521189515942236,2.535170347475963e-58,True
ZSWIM5,9.7050214429808e-39,1.651071428756992,4.8525107214904e-35,True
FGF13,1.9147877683740223e-27,1.650557983453215,9.573938841870112e-24,True
ECEL1,1.1002001304111995e-44,1.6500126456352797,5.501000652055998e-41,True
CYTH3,2.0411466448239275e-69,1.6498615701707264,1.0205733224119638e-65,True
TMEM132B,1.2749106353869938e-79,1.6493333709010618,6.374553176934969e-76,True
CENPV,7.494569665601078e-67,1.648899574470754,3.747284832800539e-63,True
VAT1L,5.845348517112642e-19,1.6481506401796202,2.922674258556321e-15,True
UNC80,5.8426566780456266e-39,1.646550252554745,2.921328339022813e-35,True
GRIA4,1.0580267513131598e-34,1.645988620658838,5.290133756565799e-31,True
YWHAH,1.7778197456453188e-49,1.6454231807287294,8.889098728226594e-46,True
ACAT2,3.8688643600779704e-35,1.6447669701335692,1.9344321800389852e-31,True
CREB5,1.4022693197863476e-61,1.6442523874509005,7.011346598931738e-58,True
COL25A1,1.579443815387045e-75,1.643897977643383,7.897219076935225e-72,True
SMAD1,5.955160481678297e-38,1.6436428658626532,2.9775802408391487e-34,True
REEP2,4.453121023707358e-50,1.6424963771367769,2.2265605118536788e-46,True
TAC3,1.2438357465832235e-43,1.6414865407679478,6.2191787329161174e-40,True
DNER,1.675992352770576e-44,1.641274818058514,8.37996176385288e-41,True
EPB41L5,6.078023474896744e-32,1.6400382247580976,3.039011737448372e-28,True
FST,2.3398616810357564e-24,1.6312802587622903,1.1699308405178781e-20,True
TMEFF2,2.4589714946416434e-50,1.6307579025740657,1.2294857473208217e-46,True
GAB2,4.364233862666579e-40,1.6305134100589345,2.1821169313332894e-36,True
ADAMTS9,4.214047046695805e-75,1.6296963361425436,2.1070235233479027e-71,True
STK3,9.086914417916572e-78,1.6280587063581224,4.543457208958286e-74,True
ZNF704,2.050642637461426e-32,1.6278492982963537,1.025321318730713e-28,True
LRRFIP1,3.803529563460361e-34,1.6276241187087463,1.9017647817301805e-30,True
ADCY9,1.1310130720485256e-24,1.6248947477516331,5.6550653602426275e-21,True
CTNNAL1,1.5218736695634273e-65,1.6237629979279702,7.609368347817136e-62,True
LINC01122,4.504764924588628e-41,1.6236984025263286,2.252382462294314e-37,True
PDZRN3,8.943646190934753e-70,1.6236105624991257,4.4718230954673763e-66,True
SERPINH1,4.6655365770194593e-82,1.6233766369064302,2.3327682885097295e-78,True
KIF13A,6.238074067558946e-66,1.6219073473723964,3.1190370337794726e-62,True
ACSL4,4.7909019235244156e-32,1.621775405913372,2.395450961762208e-28,True
USP53,2.6021379154841842e-68,1.616967314458042,1.301068957742092e-64,True
GFRA1,4.3609812964293013e-79,1.6160245339744836,2.1804906482146507e-75,True
S100A11,3.178623111091481e-74,1.6156810380345017,1.5893115555457404e-70,True
DOCK1,2.7418500158684268e-76,1.6155128404788828,1.3709250079342133e-72,True
TOX,2.7552883603480014e-46,1.6145675091671647,1.3776441801740007e-42,True
COL3A1,3.1227109682904934e-40,1.6145244170304813,1.5613554841452468e-36,True
MAGI3,2.341477918455894e-33,1.6143445491080057,1.170738959227947e-29,True
SPATA6,7.775734641248827e-63,1.6129385420567246,3.8878673206244136e-59,True
JPT1,5.087282618735394e-63,1.6121100856645563,2.543641309367697e-59,True
CELF3,3.664861943074369e-58,1.611746755184989,1.8324309715371844e-54,True
ST8SIA3,4.1163307854217246e-36,1.6102255205482492,2.0581653927108623e-32,True
PIEZO2,3.1498026432891144e-79,1.6085286022041467,1.5749013216445572e-75,True
CTDSPL,5.453889008957927e-61,1.607342440686909,2.7269445044789633e-57,True
RASGEF1C,2.757813422693895e-72,1.6049494158320958,1.3789067113469475e-68,True
AC115282.1,8.623548739746822e-37,1.6048506279907881,4.311774369873411e-33,True
DLEU1,2.4130550552428772e-71,1.6043125822155382,1.2065275276214386e-67,True
CHGB,1.1300394418758067e-76,1.6029741348513418,5.650197209379033e-73,True
LINGO1,4.6387190604001564e-35,1.600602588323098,2.319359530200078e-31,True
SMIM18,4.120854159938872e-45,1.600387947041337,2.060427079969436e-41,True
SNAP25-AS1,4.820303458189082e-60,1.5988706049367538,2.410151729094541e-56,True
FCHSD2,2.6720273158239116e-21,1.5984296049542737,1.3360136579119558e-17,True
H1-3,2.30503220639625e-25,1.596470672072504,1.152516103198125e-21,True
ABCA3,1.794244003978631e-30,1.5960079963999805,8.971220019893154e-27,True
FKBP1B,8.327492682676903e-40,1.595800596287503,4.163746341338451e-36,True
SOX2-OT,8.582537939634687e-15,1.593211353693552,4.291268969817343e-11,True
ARHGEF26,2.2319694685833907e-76,1.5930554292275112,1.1159847342916954e-72,True
DNAJC12,8.954562985828437e-33,1.592648836141843,4.477281492914219e-29,True
PCDH7,2.2088521385631797e-79,1.5919697212263375,1.1044260692815899e-75,True
GAS2L3,9.378511069376972e-74,1.5909956375550516,4.689255534688486e-70,True
LPCAT2,2.8661504020060337e-68,1.587639241076391,1.4330752010030169e-64,True
ITGA4,6.023415727263861e-72,1.587530793758454,3.0117078636319303e-68,True
CACNA1C,9.289527815041431e-48,1.5830881524816092,4.644763907520715e-44,True
CSMD3,9.964266648631419e-30,1.5828516850847199,4.9821333243157096e-26,True
ZNF804A,1.4850676334670252e-26,1.581915649158994,7.425338167335126e-23,True
NDRG4,3.005457554548968e-42,1.579937619167602,1.502728777274484e-38,True
TNNI3,1.0973559255744842e-38,1.579519399163306,5.486779627872421e-35,True
TMTC2,2.12720640404403e-37,1.5791537156318554,1.063603202022015e-33,True
FRRS1L,3.3907454304225574e-32,1.5787055954774556,1.6953727152112787e-28,True
RAB33A,8.130829506453782e-42,1.5783920721691265,4.0654147532268907e-38,True
PLAC9,2.2795916343773372e-58,1.57823370303328,1.1397958171886686e-54,True
CHGA,2.2885377119542996e-65,1.5781642138013625,1.1442688559771498e-61,True
FAM107B,1.3817631451178144e-58,1.5750130208454125,6.908815725589073e-55,True
MARK1,2.6897178854078297e-25,1.5747561381464705,1.3448589427039149e-21,True
MPPED2,1.8190495700830185e-29,1.5746552339924051,9.095247850415093e-26,True
PPP1R13B,3.517024665125138e-30,1.5717946695922538,1.758512332562569e-26,True
MEGF10,7.256566245918748e-66,1.5702706699570912,3.6282831229593742e-62,True
PKIA,1.5762194272253258e-40,1.5700209500254982,7.88109713612663e-37,True
MYT1,4.906082461041191e-46,1.567810053461534,2.4530412305205954e-42,True
RBPMS,6.859612409609825e-72,1.56437603357373,3.4298062048049124e-68,True
KCNMA1,1.6078440866946155e-21,1.5641838399422943,8.039220433473078e-18,True
CALCB,2.266708546570705e-48,1.5631693595247595,1.1333542732853525e-44,True
H1-5,2.3898568604485043e-19,1.562223241019025,1.1949284302242522e-15,True
KIAA1755,2.256057996464596e-66,1.5621997410060082,1.128028998232298e-62,True
TCEAL2,3.081468547183533e-40,1.5616954923735507,1.5407342735917665e-36,True
ITGA2,1.397707623846525e-66,1.5615218060938587,6.988538119232626e-63,True
DOK4,5.782951233249741e-36,1.5607093516432013,2.8914756166248705e-32,True
SHC4,3.16029114170447e-63,1.5572673474485277,1.580145570852235e-59,True
AFDN,1.0949457154774e-29,1.5560822655070103,5.474728577387001e-26,True
EYA1,4.250237192467354e-28,1.555714947908446,2.125118596233677e-24,True
S100A10,9.817920038186689e-56,1.5550727860281142,4.908960019093344e-52,True
KCNK10,5.82034382486802e-26,1.5545175479771407,2.9101719124340097e-22,True
KCNB2,1.0300019871354403e-29,1.5540852114994157,5.150009935677202e-26,True
PLCL1,1.3394845924020594e-26,1.5525226788354907,6.697422962010297e-23,True
ADAM19,5.272754944859946e-61,1.5523788563627425,2.636377472429973e-57,True
KIF5A,1.229364752874446e-41,1.5519667849470746,6.14682376437223e-38,True
KCNJ6,1.7477479281053882e-41,1.551220746584731,8.73873964052694e-38,True
FAM126A,5.758855488175113e-63,1.5510685313719381,2.8794277440875564e-59,True
INSM1,2.883517106303068e-19,1.5508097056248096,1.441758553151534e-15,True
EML6,7.451828555434294e-38,1.55040065070215,3.725914277717147e-34,True
JAG1,4.033190671466697e-69,1.5490193760494277,2.0165953357333485e-65,True
GRIK2,1.0794694303141569e-42,1.5480464087677728,5.3973471515707845e-39,True
SCAMP5,2.169233464578166e-37,1.5476361854258183,1.084616732289083e-33,True
BUB3,1.0038202151438384e-42,1.5476122563525276,5.0191010757191915e-39,True
KALRN,1.3280501918246165e-28,1.5466894451303206,6.640250959123083e-25,True
IQGAP2,7.250325472380504e-55,1.5451976695640925,3.625162736190252e-51,True
TSC22D2,1.0902326175585559e-57,1.5440320538602834,5.451163087792779e-54,True
IFITM3,1.0628941964078757e-68,1.5394339323075972,5.3144709820393785e-65,True
MAPK10-AS1,2.2749672369909532e-35,1.53925183389015,1.1374836184954766e-31,True
ABHD3,1.1682524203345684e-46,1.5388544311211487,5.841262101672842e-43,True
BACH2,1.8108819406965463e-51,1.5380583756795108,9.054409703482731e-48,True
CRABP1,2.278942768196433e-67,1.5372958856811754,1.1394713840982166e-63,True
OCIAD2,2.8390155225933357e-62,1.5351946759386506,1.4195077612966679e-58,True
JUND,7.0079884227576e-52,1.533590362173881,3.5039942113788e-48,True
MYH7,2.6928007633921778e-31,1.5328203420199569,1.3464003816960889e-27,True
ABCA1,4.0035840483916606e-61,1.5325096769613853,2.0017920241958301e-57,True
AC090709.1,6.0709532835579183e-33,1.531246956987931,3.0354766417789593e-29,True
RIC3,2.0403750216719058e-35,1.5306759257597986,1.020187510835953e-31,True
KCNT2,8.838686227117691e-27,1.530491021236272,4.419343113558846e-23,True
ERC2,2.6256575646416623e-26,1.529961288233245,1.3128287823208312e-22,True
LINC01505,1.5273629110017198e-65,1.5298223798203934,7.636814555008599e-62,True
IMMP2L,1.6465550709798736e-57,1.5294522427141688,8.232775354899369e-54,True
RXRG,1.2843059830505047e-60,1.528266412240732,6.421529915252523e-57,True
DOCK4,2.401624575670058e-21,1.5280587071113705,1.200812287835029e-17,True
XYLT1,2.324116857732403e-22,1.527078519742622,1.1620584288662016e-18,True
FAM13C,3.2753039888740546e-28,1.5266919620047237,1.6376519944370273e-24,True
VWA1,1.10600000587773e-66,1.5265373803870244,5.53000002938865e-63,True
FBLN2,1.608512421476826e-67,1.5261952861571075,8.042562107384131e-64,True
ZNF608,5.11954050212562e-56,1.525362244457948,2.55977025106281e-52,True
SLC18A2,1.4874812201474195e-32,1.5212506001702402,7.437406100737097e-29,True
DNAJC6,4.2503989504957255e-18,1.5208854446354887,2.1251994752478626e-14,True
C4orf48,8.208259817603996e-65,1.5182736964354095,4.104129908801998e-61,True
MACROD2,1.062376161474384e-24,1.5178737311817514,5.31188080737192e-21,True
FBXO30,1.1487975496818817e-30,1.5176787244660734,5.7439877484094084e-27,True
NR4A2,1.3472225372210462e-62,1.5172101546032666,6.736112686105231e-59,True
LIMCH1,1.1155308394580304e-58,1.5169239187091477,5.577654197290152e-55,True
THSD7A,6.13174484431559e-65,1.5154900864232241,3.065872422157795e-61,True
PHACTR1,2.083985692539729e-17,1.515104177207035,1.0419928462698645e-13,True
HSPB2,1.35566006942709e-48,1.514798350518828,6.778300347135451e-45,True
PITPNC1,3.9990724956639716e-28,1.514066563755649,1.999536247831986e-24,True
HMCN1,2.766963098026277e-62,1.5095057304166424,1.3834815490131385e-58,True
BAG3,4.5218622296955265e-48,1.5087119620808362,2.260931114847763e-44,True
CCSER1,1.0085254948168335e-46,1.5057481511845336,5.042627474084167e-43,True
TLE4,6.5846789918950225e-24,1.5055144859497678,3.292339495947511e-20,True
CDK5R2,3.461452154044508e-31,1.5019932848486275,1.7307260770222538e-27,True
KCNB1,5.7628058920710864e-36,1.501906611163885,2.881402946035543e-32,True
SAMD5,1.977626498138141e-56,1.5009298385220649,9.888132490690704e-53,True
NNAT,1.021154339184702e-50,1.500912583965063,5.10577169592351e-47,True
MAPRE3,2.3891574796645333e-37,1.5008431813160903,1.1945787398322667e-33,True
RFTN2,1.3573711958047268e-64,1.5006933114543988,6.786855979023634e-61,True
MAN1A1,1.3452630616676363e-22,1.4995503956958443,6.726315308338181e-19,True
CYP7B1,2.9146042680509078e-59,1.4944004952043548,1.4573021340254539e-55,True
SYT5,2.654223999929465e-46,1.4938009103548897,1.3271119999647325e-42,True
PROX1,1.0025337810025412e-33,1.4898829853402493,5.012668905012706e-30,True
TUBA1C,6.887823293595668e-26,1.4891640309143201,3.443911646797834e-22,True
NHS,1.3257283425556068e-30,1.48774389532647,6.628641712778035e-27,True
ADAMTS5,1.822093599134924e-51,1.4874642187139395,9.110467995674621e-48,True
ZNF10,5.073557832999671e-29,1.4835088257659232,2.5367789164998357e-25,True
MAP3K1,1.4775879984956723e-49,1.4831862547134784,7.387939992478361e-46,True
RAB39A,1.78800980092297e-35,1.4810593610978107,8.94004900461485e-32,True
DOCK5,1.1336127182444536e-56,1.4805188058887016,5.668063591222268e-53,True
PDE4B,2.677490480777711e-46,1.4804814081114013,1.3387452403888555e-42,True
LDLR,2.8596494135765368e-21,1.4778671963616894,1.4298247067882683e-17,True
CXADR,2.8756249700783733e-49,1.4770880093081344,1.4378124850391868e-45,True
RGCC,8.235882674183685e-62,1.4757307120394225,4.117941337091843e-58,True
LINC02735,1.7539671213966685e-26,1.4744839846782392,8.769835606983342e-23,True
FAM13A,4.196707542724198e-51,1.4743939628431377,2.098353771362099e-47,True
CNNM2,9.223593042249474e-18,1.4726816296541276,4.6117965211247374e-14,True
SDK1,1.8180764866546355e-34,1.472573218705172,9.090382433273178e-31,True
TFAP2A,2.40656300348607e-54,1.4722049249016942,1.203281501743035e-50,True
RND3,5.612117115938055e-58,1.471078886167433,2.8060585579690274e-54,True
PEAK1,2.154156165876848e-48,1.4681836462252655,1.0770780829384241e-44,True
ASPA,5.263390916991226e-58,1.4659508534315715,2.631695458495613e-54,True
ST6GALNAC2,6.6130833455372476e-52,1.4644646533959187,3.3065416727686235e-48,True
MSMO1,1.0913304056722474e-24,1.464463917091971,5.456652028361237e-21,True
LATS2,7.401276993751742e-63,1.4640421937552242,3.7006384968758706e-59,True
KIRREL3,3.291945215990594e-56,1.4611559605216793,1.645972607995297e-52,True
ACSL3,1.3540094155415847e-29,1.4609159863239014,6.770047077707923e-26,True
DLL3,2.6863184995949017e-30,1.4604714046145597,1.3431592497974509e-26,True
