feature,module,A,fdr
MCU,1,1.1484475238235519,7.811513737257828e-23
KIF20B,1,0.8183246645024422,3.420182360334393e-06
KIF18A,1,0.9598528741652227,3.1305110738766948e-12
DIAPH3,1,0.8817401358744252,3.747459739017416e-12
DLGAP5,1,1.0290218969504161,1.193300084615097e-13
ARHGAP11A,1,0.8887708514188455,4.595061448681972e-09
AC073529.1,1,0.9788262793347149,2.305985266040081e-15
BUB1,1,0.7538750553978613,2.231173841847028e-05
SGO2,1,0.9153113791552081,3.21280286895352e-10
CENPE,1,0.9680183522062362,1.66466056097542e-11
FAM241A,1,0.7973078705950318,2.7321190461180074e-09
DEPDC1B,1,0.8399714066416115,1.0968790598685334e-08
ELL2,1,0.9742904261007146,6.531119499204681e-16
PRELID2,1,0.7061814238046518,3.950644179057633e-07
HSPA1A,1,1.9829099482177281,1.8548502630845204e-91
STK17A,1,0.7144344445628952,6.251620836841173e-09
EZH2,1,1.3066326640043613,8.017717318279372e-32
RAB11FIP1,1,1.269331407384825,2.4391039019581404e-34
BICC1,1,1.2079715123385388,2.3321350264356647e-29
MKI67,1,0.8781157389899905,2.032278354561528e-09
CHORDC1,1,1.7274559802449518,1.8406038757897648e-58
TAOK3,1,1.3340217205923226,3.778943402292639e-33
KNL1,1,0.7677026980941408,6.449695734714718e-05
MYO1E,1,1.2017778870595996,2.4307930473547132e-26
KIF23,1,0.7484461334607337,7.598017937774072e-06
TAF4B,1,0.9595166740225353,1.2995567831629314e-14
HUNK,1,1.1684859748441658,1.383185279980809e-23
KIF4A,1,0.6769692943703939,8.15460515873652e-05
LTBP1,1,0.8260458201569181,1.0240039478300366e-10
REL,1,1.2007046412827307,3.897135497060277e-24
MAN2A1,1,1.02550243151754,4.053964824352221e-18
IRF1,1,0.9612334851521658,3.2336832833579136e-17
NEDD9,1,0.9403385239938572,8.151019914998442e-15
HSPA1B,1,1.9261003613704075,1.0513717413353261e-88
CGAS,1,1.3053028943472187,6.164423185719907e-34
TNFAIP3,1,1.129265166349493,1.1726948989792028e-24
MRPL18,1,1.2548336270948142,2.3618652442075286e-26
ZFAND2A,1,1.223469501877958,5.207407740478842e-24
EEPD1,1,1.1271456185209474,3.403226083025219e-24
GCNT1,1,1.1477442329315863,1.1328090746558451e-25
TRAF3,1,0.8240169844422276,1.4418377004567077e-09
PHLPP1,1,1.423726494316996,5.987366215541924e-42
DNAJB1,1,1.7072917101927143,4.341172138978576e-58
KLF2,1,0.7552084121786597,4.107018818238232e-10
SERTAD1,1,1.0382424863956183,1.5035476407372503e-20
TSPYL2,1,1.0653913833247453,1.6190953699584823e-18
CACYBP,1,1.4337831323260468,7.652096787251649e-36
IER5,1,1.2697073149577212,5.1904574713270765e-28
IER3,1,1.1251943768415118,3.856558183332615e-24
NAMPT,1,0.8125329351524636,1.03321444654172e-09
NFIL3,1,0.8058041474035743,1.321582111344427e-09
NR4A3,1,0.974019083107279,7.299737748726309e-14
NET1,1,0.9140498249068105,1.2835601526776575e-15
BDNF,1,0.7437646574468267,9.854145637093225e-07
ADIPOR2,1,1.2901083303470489,2.5484864046683125e-28
APOLD1,1,0.7916338591631957,1.4800605119043408e-07
CRY1,1,0.9069451796156738,1.2473381625315588e-11
CIT,1,1.1470239511680673,5.0188403803391406e-23
HSPH1,1,1.9070528421277024,1.4905204362602733e-77
FREM2,1,0.8400750940255699,1.5850072321922576e-11
INTS6,1,1.3409200502570247,2.503147904647854e-32
IRS2,1,1.2957531500449497,1.770007027667491e-27
NFKBIA,1,0.8340313675544114,1.0672588869441945e-11
HSPA2,1,1.1799176868493948,7.9168060396353085e-25
PEAK1,1,1.4681836462252655,1.0770780829384241e-44
DNAJA4,1,1.3716917517240914,1.3802820781263387e-32
ALPK3,1,0.8438208827131292,4.3200934296152005e-10
RAB31,1,1.1875149920807302,2.391811633434666e-26
RELB,1,1.1112539741767062,5.452396005919772e-23
PPP1R15A,1,0.998890429151595,3.107976579698253e-18
GADD45A,1,0.9236772648275459,6.538948514706697e-11
MIR181A1HG,1,1.0086918304255308,2.657723738867322e-17
ATF3,1,1.2979988236418234,1.0519413544455059e-29
EIF2AK3,1,0.8120984273112828,1.344076080664418e-09
HSPA4L,1,1.2769762652067973,2.2990632201109074e-27
PLK2,1,0.944084507607551,3.599212175822315e-14
OSBPL3,1,0.8595819092255823,1.4987611179681546e-09
ENPP2,1,1.0327892314925697,1.0698825093855482e-19
BAG3,1,1.5087119620808362,2.260931114847763e-44
ABTB2,1,1.0823626893292793,5.091209083430392e-20
SIK2,1,0.9919380227356019,7.785469788306458e-15
ZDHHC20,1,1.2686675958876021,1.475776308608664e-29
JUND,1,1.533590362173881,3.5039942113788e-48
XBP1,1,0.9913667962651239,1.5069799041605153e-16
MAFF,1,0.7339067002550597,3.324193605245371e-09
NLGN4Y,1,0.8624613568110867,1.3632948800799653e-11
FOSL2,1,0.7673770117796462,7.367835062858494e-09
