feature,p_val,A,fdr,signi
DLEU2,9.037225736833511e-198,0.4941567062458473,4.5186128684167556e-194,True
ITGA8,0.0,0.49409320308890586,0.0,True
KCNS3,9.275775516421734e-66,0.4940205589373353,4.637887758210867e-62,True
HMCN1,1.320561212647484e-220,0.49378777998082546,6.60280606323742e-217,True
NAV3,0.0,0.49345988922877126,0.0,True
TPX2,0.0,0.49267923540765424,0.0,True
CTHRC1,1.5654196467037174e-190,0.4925311907562242,7.827098233518587e-187,True
CEMIP,0.0,0.489936542675381,0.0,True
KIF20B,0.0,0.48795957932824446,0.0,True
NRG3,0.0,0.487936706858721,0.0,True
RUNX1,7.14506755964691e-241,0.4863570390391482,3.572533779823455e-237,True
THUMPD3-AS1,4.42369750488973e-169,0.4863156871089267,2.211848752444865e-165,True
MIR181A1HG,3.0492277242984942e-40,0.4855458249601685,1.524613862149247e-36,True
MLF1,0.0,0.4842653533408912,0.0,True
KCNMB2,0.0,0.48363041360086034,0.0,True
ST8SIA4,0.0,0.48302295334779116,0.0,True
CLEC3B,0.0,0.4827552404142176,0.0,True
NFKB1,0.0,0.48225143737437004,0.0,True
MAFF,0.0,0.48149890701889364,0.0,True
TNC,1.1550636318669804e-280,0.48141516607802814,5.775318159334902e-277,True
TMEM108,0.0,0.48132733762981883,0.0,True
MELK,0.0,0.4812854331412638,0.0,True
GFRA1,6.97051287321102e-264,0.48109115067747815,3.48525643660551e-260,True
GASK1B,0.0,0.4800863619900394,0.0,True
NABP1,0.0,0.47723324396678246,0.0,True
UNC5C,0.0,0.47702681756005694,0.0,True
CACNA2D3,0.0,0.4767417038367802,0.0,True
RRM2,0.0,0.47494065902384225,0.0,True
PLAT,0.0,0.47429066128317354,0.0,True
TXNIP,0.0,0.47231541576084424,0.0,True
DACH1,0.0,0.47161774600091805,0.0,True
AC069277.1,1.2444635841843784e-09,0.46984064486193067,6.222317920921892e-06,True
COL9A2,0.0,0.46971903450220176,0.0,True
ARID5A,3.7935001116682965e-205,0.46902580381765796,1.896750055834148e-201,True
COLEC12,0.0,0.46892615187486314,0.0,True
ANO4,0.0,0.46679107166181966,0.0,True
ID1,0.0,0.46603156411145813,0.0,True
TRHDE,3.79067362612921e-124,0.46281417664292834,1.8953368130646048e-120,True
LMNB1,0.0,0.462680898261051,0.0,True
SPON1,0.0,0.4620369734263823,0.0,True
AC008591.1,0.0,0.46199874069355157,0.0,True
SHROOM3,3.208999200548762e-150,0.461665354380683,1.604499600274381e-146,True
IGFBP5,0.0,0.4614414455078786,0.0,True
AGTR2,6.821223607079497e-96,0.46118020273722343,3.410611803539748e-92,True
TGFBR1,4.875866303221397e-225,0.46079435892508147,2.4379331516106984e-221,True
KLF2,1.2911952429005861e-264,0.4599147569207359,6.45597621450293e-261,True
SCX,0.0,0.4598653122724262,0.0,True
CKAP5,8.667202768097931e-271,0.4577970762703312,4.333601384048965e-267,True
UBE2S,2.6714977000615973e-257,0.45730264266515946,1.3357488500307986e-253,True
GPC5,0.0,0.456329676662981,0.0,True
SORCS1,0.0,0.4550420099124736,0.0,True
CRPPA,6.611136578145229e-154,0.45468723766267016,3.3055682890726145e-150,True
BNC2,0.0,0.45410492426670623,0.0,True
C3,4.21226830440321e-183,0.453845852873519,2.106134152201605e-179,True
TLL2,0.0,0.45367465565975684,0.0,True
LRRTM4,0.0,0.45362521780382087,0.0,True
TMEM176B,1.998742415171259e-36,0.45286018216170243,9.993712075856295e-33,True
RGS3,0.0,0.4521023865255038,0.0,True
CCNA2,0.0,0.45159922526218166,0.0,True
CDKN3,0.0,0.4503933063162121,0.0,True
DTL,8.4195043668534e-205,0.4503652662464659,4.2097521834267e-201,True
TTC21A,0.0,0.44998010054107584,0.0,True
ARHGAP24,8.46394605180668e-289,0.4494292689844223,4.23197302590334e-285,True
NR2F1,0.0,0.44846984697310033,0.0,True
INPP4B,0.0,0.44816137885387314,0.0,True
SLC38A1,0.0,0.44793642533697736,0.0,True
ITPRIP,9.647798999300746e-104,0.4474777291388869,4.823899499650373e-100,True
TACC3,0.0,0.44728108252931725,0.0,True
MXRA5,0.0,0.4469722168238664,0.0,True
GEM,0.0,0.44680991191923186,0.0,True
SMOC2,0.0,0.4466138008489791,0.0,True
MIR503HG,0.0,0.44658807367145203,0.0,True
KLF10,1.3177803537772223e-268,0.4463652388955337,6.588901768886112e-265,True
APOLD1,0.0,0.44632396809347935,0.0,True
KLF4,0.0,0.44582230536010903,0.0,True
H2AX,0.0,0.44582049283424197,0.0,True
ERI2,0.0,0.4452946830695521,0.0,True
